,week,lionel messi,cristiano ronaldo,manuel neuer,fernando torres,virgil van,luka modrić,antoine griezmann,neymar ,xavi ,andrés iniesta,erling haaland,kylian mbappé,karim benzema,sadio mané,kevin de,robert lewandowski,jorginho ,franck ribéry
746,2023-04-23,30.0,,,,,,,,,,11.0,7.0,,,,,,
747,2023-04-30,42.0,,,,,,,,,,13.0,8.0,,,,,,
748,2023-05-07,37.0,,,,,,,,,,11.0,7.0,,,,,,
749,2023-05-14,29.0,,,,,,,,,,12.0,7.0,,,,,,
750,2023-05-21,31.0,,,,,,,,,,9.0,8.0,,,,,,
751,2023-05-28,42.0,,,,,,,,,,7.0,8.0,,,,,,
752,2023-06-04,100.0,,,,,,,,,,12.0,8.0,,,,,,
753,2023-06-11,48.0,,,,,,,,,,12.0,20.0,,,,,,
754,2023-06-18,46.0,,,,,,,,,,7.0,20.0,,,,,,
755,2023-06-25,36.0,,,,,,,,,,5.0,21.0,,,,,,
756,2023-07-02,29.0,,,,,,,,,,5.0,22.0,,,,,,
757,2023-07-09,31.0,,,,,,,,,,4.0,22.0,,,,,,
758,2023-07-16,58.0,,,,,,,,,,5.0,23.0,,,,,,
759,2023-07-23,48.0,,,,,,,,,,5.0,43.0,,,,,,
760,2023-07-30,38.0,,,,,,,,,,5.0,28.0,,,,,,
761,2023-08-06,41.0,,,,,,,,,,6.0,24.0,,,,,,
762,2023-08-13,41.0,,,,,,,,,,5.0,19.0,,,,,,
763,2023-08-20,45.0,,,,,,,,,,4.0,14.0,,,,,,
764,2023-08-27,35.0,,,,,,,,,,8.0,20.0,,,,,,
765,2023-09-03,36.0,,,,,,,,,,6.0,9.0,,,,,,
766,2023-09-10,33.0,,,,,,,,,,5.0,8.0,,,,,,
767,2023-09-17,32.0,,,,,,,,,,5.0,7.0,,,,,,
768,2023-09-24,29.0,,,,,,,,,,4.0,6.0,,,,,,
769,2023-10-01,27.0,,,,,,,,,,4.0,7.0,,,,,,
770,2023-10-08,27.0,,,,,,,,,,4.0,7.0,,,,,,
771,2023-10-15,32.0,,,,,,,,,,5.0,6.0,,,,,,
772,2023-10-22,28.0,,,,,,,,,,5.0,6.0,,,,,,
773,2023-10-29,52.0,,,,,,,,,,13.0,9.0,,,,,,
774,2023-11-05,25.0,,,,,,,,,,6.0,7.0,,,,,,
775,2023-11-12,24.0,,,,,,,,,,6.0,7.0,,,,,,
776,2023-11-19,27.0,,,,,,,,,,7.0,7.0,,,,,,
777,2023-11-26,23.0,,,,,,,,,,4.0,6.0,,,,,,
