Year,Rank,Player,Club,Nationality,Points,P1,P2,P3,P4,P5,Votes,RankPts,Share,Percent,Voted,Season,Goals,Assists,Yellow Cards,Red cards,Minutes played,national_comps,domestic_comps,international_comps,Premier_League_appearances,FA_Cup_appearances,Community_Shield_appearances,Champions_League_appearances,LaLiga_appearances,Copa_del_Rey_appearances,Premier_Liga_appearances,Russian_Super_Cup_appearances,Russian_Cup_appearances,UEFA_Cup_appearances,Bundesliga_appearances,DFB-Pokal_appearances,Ligapokal_appearances,Champions_League_Qu._appearances,EFL_Cup_appearances,Club_World_Cup_appearances,UEFA_Super_Cup_appearances,Supercopa_appearances,DFL-Supercup_appearances,Europa_League_appearances,Ligue_1_appearances,Coupe_de_France_appearances,Coupe_de_la_Ligue_appearances,Trophée_des_Champions_appearances,Europa_League_Qualifying_appearances,Serie_A_appearances,Italy_Cup_appearances,Conference_League_appearances,UECL_Qualifiers_appearances,Supercoppa_Italiana_appearances
17,11,Edinson Cavani,Paris Saint-Germain,Uruguay,32.0,,,,,,0.0,4.5,0.0,0.0204,0.0,17.0,49,6,6,0,1165.976,1,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,13,Luis Suárez Díaz,FC Barcelona,Uruguay,27.0,,,,,,0.0,3.8,0.0,0.0173,0.0,17.0,36,20,13,0,1442.864,1,2.0,1.0,0.0,0.0,0.0,9.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,14,Kevin De Bruyne,Manchester City,Belgium,25.0,,,,,,0.0,3.6,0.0,0.016,0.0,17.0,7,21,6,0,1027.885,1,2.0,2.0,36.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,21,Pierre-Emerick Aubameyang,Borussia Dortmund,Gabon,14.0,,,,,,0.0,2.4,0.0,0.0089,0.0,17.0,40,5,4,0,1178.781,1,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,27,Mats Hummels,Bayern Munich,Germany,3.0,,,,,,0.0,1.9,0.0,0.0019,0.0,17.0,3,3,6,0,1082.181,1,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,4,Kylian Mbappé,Paris Saint-Germain,France,347.0,19.0,27.0,18.0,22.0,27.0,113.0,12.5,0.0,0.3213,0.6278,18.0,21,16,3,1,1315.096,1,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,5,Lionel Messi,FC Barcelona,Argentina,280.0,12.0,14.0,19.0,33.0,29.0,107.0,10.0,0.0,0.2593,0.5944,18.0,45,20,7,0,1474.996,1,2.0,1.0,0.0,0.0,0.0,10.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,9,Kevin De Bruyne,Manchester City,Belgium,29.0,0.0,0.0,2.0,10.0,3.0,15.0,5.6,0.0,0.0269,0.0833,18.0,12,21,6,0,1107.085,1,2.0,1.0,37.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,10,Harry Kane,Tottenham Hotspur,England,25.0,1.0,1.0,2.0,2.0,5.0,11.0,5.0,0.0,0.0231,0.0611,18.0,41,5,5,0,873.0830000000001,1,2.0,1.0,37.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,12,Neymar,Paris Saint-Germain,Brazil,19.0,1.0,1.0,2.0,0.0,3.0,7.0,4.2,0.0,0.0176,0.0389,18.0,28,16,8,0,901.797,1,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,13,Luis Suárez Díaz,FC Barcelona,Uruguay,17.0,2.0,0.0,1.0,1.0,0.0,4.0,3.8,0.0,0.0157,0.0222,18.0,31,20,13,0,1547.902,1,2.0,1.0,0.0,0.0,0.0,10.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,15,Paul Pogba,Manchester United,France,9.0,0.0,0.0,2.0,1.0,1.0,4.0,3.3,0.0,0.0083,0.0222,18.0,6,12,6,1,730.1510000000001,1,2.0,2.0,27.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,16,Sergio Agüero,Manchester City,Argentina,7.0,1.0,0.0,0.0,0.0,1.0,2.0,3.1,0.0,0.0065,0.0111,18.0,30,7,2,0,965.969,1,2.0,1.0,25.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,19,Ivan Rakitić,FC Barcelona,Croatia,4.0,0.0,0.0,1.0,0.0,1.0,2.0,2.6,0.0,0.0037,0.0111,18.0,4,5,6,0,1430.838,1,2.0,1.0,0.0,0.0,0.0,10.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,22,Edinson Cavani,Paris Saint-Germain,Uruguay,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.3,0.0,0.0028,0.0111,18.0,40,11,4,0,1369.589,1,3.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,6,Kylian Mbappé,Paris Saint-Germain,France,89.0,,,,,,,,0.0,,,19.0,39,17,7,2,1180.3220000000001,1,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,Robert Lewandowski,Bayern Munich,Poland,44.0,,,,,,,,0.0,,,19.0,40,13,6,0,1222.959,1,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,9,Bernardo Silva,Manchester City,Portugal,41.0,,,,,,,,0.0,,,19.0,13,14,3,0,1174.853,1,3.0,1.0,36.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,10,Riyad Mahrez,Manchester City,Algeria,33.0,,,,,,,,0.0,,,19.0,12,12,1,0,1213.339,1,3.0,1.0,27.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,14,Kevin De Bruyne,Manchester City,Belgium,14.0,,,,,,,,0.0,,,19.0,6,11,2,0,1828.0,1,2.0,1.0,19.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,16,Sergio Agüero,Manchester City,Argentina,12.0,,,,,,,,0.0,,,19.0,32,10,5,0,892.48,1,3.0,1.0,33.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,22,Son Heung-min,Tottenham Hotspur,South Korea,4.0,,,,,,,,0.0,,,19.0,20,10,5,1,1246.046,1,2.0,1.0,31.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,26,Karim Benzema,Real Madrid,France,1.0,,,,,,,,0.0,,,19.0,30,11,1,0,1347.964,1,1.0,3.0,0.0,0.0,0.0,8.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2,Robert Lewandowski,Bayern Munich,Poland,580.0,,,,,,,,0.0,,,21.0,48,9,4,0,928.463,1,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,4,Karim Benzema,Real Madrid,France,239.0,,,,,,,,0.0,,,21.0,30,9,2,0,982.9010000000001,1,2.0,1.0,0.0,0.0,0.0,10.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,Kevin De Bruyne,Manchester City,Belgium,73.0,,,,,,,,0.0,,,21.0,10,18,3,0,1045.001,1,2.0,1.0,25.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,9,Kylian Mbappé,Paris Saint-Germain,France,58.0,,,,,,,,0.0,,,21.0,42,11,7,0,1335.387,1,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,11,Erling Haaland,Borussia Dortmund,Norway,33.0,,,,,,,,0.0,,,21.0,41,12,4,0,1130.41,1,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,16,Neymar,Paris Saint-Germain,Brazil,9.0,,,,,,,,0.0,,,21.0,17,11,10,1,908.3969999999999,1,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19,Riyad Mahrez,Manchester City,Algeria,7.0,,,,,,,,0.0,,,21.0,14,9,0,0,1492.955,1,2.0,1.0,27.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,Lautaro Martínez,Inter Milan,Argentina,6.0,,,,,,,,0.0,,,21.0,19,11,6,0,682.576,1,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0
21,23,Harry Kane,Tottenham Hotspur,England,4.0,,,,,,,,0.0,,,21.0,33,17,2,0,900.086,1,2.0,2.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
21,25,Phil Foden,Manchester City,England,2.0,,,,,,,,0.0,,,21.0,16,10,0,0,698.677,1,2.0,1.0,28.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,26,Nicolò Barella,Inter Milan,Italy,1.0,,,,,,,,0.0,,,21.0,3,13,7,0,839.9,1,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,0.0,0.0
21,26,Rúben Dias,Manchester City,Portugal,1.0,,,,,,,,0.0,,,21.0,1,0,6,0,1490.845,1,2.0,1.0,32.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,29,Luka Modrić,Real Madrid,Croatia,0.0,,,,,,,,0.0,,,21.0,6,6,4,0,980.744,1,1.0,1.0,0.0,0.0,0.0,12.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,Karim Benzema,Real Madrid,France,549.0,,,,,,,,0.0,,,22.0,44,15,1,0,213.709,1,1.0,1.0,0.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,3,Kevin De Bruyne,Manchester City,Belgium,175.0,,,,,,,,0.0,,,22.0,19,14,4,0,1134.2060000000001,1,2.0,1.0,30.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4,Robert Lewandowski,Bayern Munich,Poland,170.0,,,,,,,,0.0,,,22.0,50,7,3,0,1056.952,1,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6,Kylian Mbappé,Paris Saint-Germain,France,85.0,,,,,,,,0.0,,,22.0,39,26,11,0,880.0260000000001,1,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,Vinícius Júnior,Real Madrid,Brazil,61.0,,,,,,,,0.0,,,22.0,22,20,7,0,377.90000000000003,1,2.0,1.0,0.0,0.0,0.0,13.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,9,Luka Modrić,Real Madrid,Croatia,20.0,,,,,,,,0.0,,,22.0,3,12,7,0,314.12399999999997,1,2.0,1.0,0.0,0.0,0.0,13.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,10,Erling Haaland,Borussia Dortmund,Norway,18.0,,,,,,,,0.0,,,22.0,29,8,3,0,474.91499999999996,1,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,11,Son Heung-min,Tottenham Hotspur,South Korea,5.0,,,,,,,,0.0,,,22.0,24,10,3,0,507.022,1,2.0,2.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
22,12,Riyad Mahrez,Manchester City,Algeria,4.0,,,,,,,,0.0,,,22.0,24,9,1,0,1441.491,1,3.0,1.0,28.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,14,Rafael Leão,AC Milan,Portugal,2.0,,,,,,,,0.0,,,22.0,14,12,5,0,583.62,1,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0
22,17,Casemiro,Real Madrid,Brazil,1.0,,,,,,,,0.0,,,22.0,1,4,16,0,1354.576,1,2.0,1.0,0.0,0.0,0.0,11.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,21,Harry Kane,Tottenham Hotspur,England,0.0,,,,,,,,0.0,,,22.0,27,10,5,0,1021.232,1,2.0,2.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
22,22,Bernardo Silva,Manchester City,Portugal,0.0,,,,,,,,0.0,,,22.0,13,7,6,0,1090.8600000000001,1,3.0,1.0,35.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,Phil Foden,Manchester City,England,0.0,,,,,,,,0.0,,,22.0,14,11,2,0,1052.134,1,2.0,1.0,28.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,25,Christopher Nkunku,RB Leipzig,France,0.0,,,,,,,,0.0,,,22.0,35,20,2,0,1542.731,1,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,25,Joshua Kimmich,Bayern Munich,Germany,0.0,,,,,,,,0.0,,,22.0,3,12,5,0,930.4780000000001,1,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,25,João Cancelo,Manchester City,Portugal,0.0,,,,,,,,0.0,,,22.0,3,10,10,0,1397.228,1,3.0,1.0,36.0,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2,Erling Haaland,Manchester City,Norway,357.0,,,,,,,,0.0,,,23.0,52,9,6,0,1356.777,1,3.0,1.0,35.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,3,Kylian Mbappé,Paris Saint-Germain,France,270.0,,,,,,,,0.0,,,23.0,41,10,6,0,744.822,1,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4,Kevin De Bruyne,Manchester City,Belgium,100.0,,,,,,,,0.0,,,23.0,10,31,2,0,1261.425,1,3.0,1.0,32.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,5,Rodri,Manchester City,Spain,57.0,,,,,,,,0.0,,,23.0,4,7,9,0,1558.92,1,3.0,1.0,36.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,6,Vinícius Júnior,Real Madrid,Brazil,49.0,,,,,,,,0.0,,,23.0,23,21,16,1,1928.833,1,2.0,3.0,0.0,0.0,0.0,12.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,7,Julián Álvarez,Manchester City,Argentina,28.0,,,,,,,,0.0,,,23.0,17,5,1,0,1073.452,1,3.0,1.0,31.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,9,Bernardo Silva,Manchester City,Portugal,20.0,,,,,,,,0.0,,,23.0,7,8,9,0,1401.202,1,3.0,1.0,34.0,5.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,10,Luka Modrić,Real Madrid,Croatia,19.0,,,,,,,,0.0,,,23.0,6,6,7,0,1420.743,1,2.0,3.0,0.0,0.0,0.0,10.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,19,Harry Kane,Tottenham Hotspur,England,4.0,,,,,,,,0.0,,,23.0,32,5,7,0,897.408,1,2.0,1.0,38.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,20,Lautaro Martínez,Inter Milan,Argentina,4.0,,,,,,,,0.0,,,23.0,28,11,8,0,545.5749999999999,1,2.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,0.0,0.0,1.0
23,25,Joško Gvardiol,RB Leipzig,Croatia,1.0,,,,,,,,0.0,,,23.0,3,0,2,1,836.168,1,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,26,Jamal Musiala,Bayern Munich,Germany,0.0,,,,,,,,0.0,,,23.0,16,16,2,0,817.2090000000001,1,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,27,Nicolò Barella,Inter Milan,Italy,0.0,,,,,,,,0.0,,,23.0,9,10,10,0,1408.623,1,2.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,1.0
23,28,Randal Kolo Muani,Eintracht Frankfurt,France,0.0,,,,,,,,0.0,,,23.0,23,17,6,1,989.646,1,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,30,Rúben Dias,Manchester City,Portugal,0.0,,,,,,,,0.0,,,23.0,1,0,6,0,426.043,1,3.0,1.0,26.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
